iter	PRAUC	Logloss
133	0.7040469893	0.6285053802
134	0.7041695763	0.6282066366
135	0.7041533136	0.6280063902
136	0.704273497	0.6277178988
137	0.7045468698	0.6273823873
138	0.7044856301	0.6272389102
139	0.7044725401	0.6271434018
140	0.7046555424	0.6269141613
141	0.7048189993	0.6267051644
142	0.7048453492	0.6264933944
143	0.7048806532	0.626423584
144	0.7048009688	0.6262670212
145	0.7048692304	0.6260259304
146	0.7048505939	0.62588985
147	0.7049232481	0.6257160876
148	0.7049735118	0.6255281912
149	0.7051649671	0.6252820152
150	0.7052715941	0.6250694943
151	0.705431522	0.6248216226
152	0.7057925711	0.6245217672
153	0.7058639547	0.6244529295
154	0.7061790697	0.6242088396
155	0.7062989295	0.6240466984
156	0.7062949822	0.6240061889
157	0.7064804207	0.6237225295
158	0.7063986947	0.6236220541
159	0.706395152	0.6235186826
160	0.7063197942	0.6233930402
161	0.7064765818	0.6231601049
162	0.7064881255	0.6230534553
163	0.7064558481	0.6228983715
164	0.7065432209	0.6227756053
165	0.7066184059	0.6226696549
166	0.7067315997	0.6224436024
167	0.7068481786	0.6222548177
168	0.7069546705	0.6220704892
169	0.7072446627	0.6218431681
170	0.7072467655	0.6217513082
171	0.7073452983	0.6216695789
172	0.7074073723	0.6215204762
173	0.7074961542	0.6213343612
174	0.7075884171	0.621148282
175	0.7077171634	0.6209448955
176	0.707719189	0.6208183157
177	0.7078960054	0.6206855078
178	0.7079640743	0.6205262988
179	0.7080740855	0.6204559953
180	0.708118372	0.6202718482
181	0.7082555286	0.6200842102
182	0.7083642131	0.6198793568
183	0.7084800081	0.6197041606
184	0.7085405808	0.6195487588
185	0.7087275649	0.619383106
186	0.7087162654	0.6192623278
187	0.7089677736	0.6190404558
188	0.7090700748	0.618861309
189	0.7091062301	0.6187354986
190	0.7092263558	0.6185822047
191	0.7094007712	0.6183884235
192	0.7094856604	0.6182652267
193	0.7095173745	0.6182253495
194	0.7096008162	0.6181076787
195	0.7096122352	0.6179481341
196	0.7096207414	0.617879613
197	0.7095931257	0.6177990073
198	0.7098367789	0.6175767274
199	0.709794697	0.6174455008
